title,street,city,state,phone,website,category,segment,use_case_en,use_case_es
Musical Lessons,,El Paso,Texas,,,Music school,sports,"your recitals, student showcases and outdoor performances","los recitales, presentaciones de alumnos y muestras al aire libre"
915 CDL Training Academy,7000 Alameda Ave Ste. B,El Paso,Texas,(915) 256-6432,,Trade school,vocational,"your open houses, recruitment events and graduation ceremonies","los open houses, eventos de reclutamiento y ceremonias de graduación"
El Paso Fire Department Training Academy,6800 Delta Dr,El Paso,Texas,(915) 212-0380,https://www.elpasotexas.gov/fire-department/employment-opportunities/,Fire fighters academy,vocational,"your open houses, recruitment events and graduation ceremonies","los open houses, eventos de reclutamiento y ceremonias de graduación"
Gracie Barra East El Paso,12025 Rojas Dr H,El Paso,Texas,(915) 279-6643,https://graciebarra.com/east-el-paso-tx/,Martial arts school,sports,"your tournaments, belt ceremonies and student showcase events","los torneos, ceremonias de cinta y demostraciones de alumnos"
On Edge Aerial Dance,11444 Rojas Dr C-5,El Paso,Texas,(915) 317-6785,https://www.onedgeaerial.net/,Dance school,sports,"your recitals, student showcases and outdoor performances","los recitales, presentaciones de alumnos y muestras al aire libre"
Feira de ciências da nikolle,,El Paso,Texas,,,Church,church,"your summer festivals, outdoor services and family gatherings","los festivales de verano, servicios al aire libre y convivencias familiares"
Roca & Potencia,E Delta Dr,El Paso,Texas,,,Religious institution,church,"your summer festivals, outdoor services and family gatherings","los festivales de verano, servicios al aire libre y convivencias familiares"
El Paso Sector Border Patrol Training Facility,3711 Mattox St,El Paso,Texas,,,Police academy,vocational,"your open houses, recruitment events and graduation ceremonies","los open houses, eventos de reclutamiento y ceremonias de graduación"
LSW Wrestling,3424 Rutherglen St,El Paso,Texas,(915) 222-7411,https://lsw-wrestling.ueniweb.com/?utm_campaign=gmb,Sports school,sports,"your tournaments, belt ceremonies and student showcase events","los torneos, ceremonias de cinta y demostraciones de alumnos"
Harli Lotts,,El Paso,Texas,,,Church,church,"your summer festivals, outdoor services and family gatherings","los festivales de verano, servicios al aire libre y convivencias familiares"
El Paso Kung Fu,1491 Lee Trevino Dr Ste J,El Paso,Texas,(915) 203-4238,http://www.elpasosansoo.com/,Martial arts school,sports,"your tournaments, belt ceremonies and student showcase events","los torneos, ceremonias de cinta y demostraciones de alumnos"
Bel Air Theater,724-740 Venado Dr,El Paso,Texas,,,High school,school_k12,"your graduation, homecoming, prom afterparties and outdoor sports tournaments","la graduación, homecoming, after-party de prom y torneos deportivos al aire libre"
On Edge Dance Academy,3019 N Yarbrough Dr suite g,El Paso,Texas,(915) 238-6048,https://www.onedgedanceacademy.com/,Dance school,sports,"your recitals, student showcases and outdoor performances","los recitales, presentaciones de alumnos y muestras al aire libre"
St. Mark Religious Formation,11700 Pebble Hills Blvd,El Paso,Texas,(915) 300-2801,,Religious organization,church,"your summer festivals, outdoor services and family gatherings","los festivales de verano, servicios al aire libre y convivencias familiares"
Mi Casita Montessori,1504 Bill Ogden Dr,El Paso,Texas,,https://www.micasitamontessoriep.org/,School house,school_k12,"your field day, fall carnival, back-to-school night and end-of-year celebration","el field day, el carnaval de otoño, la noche de regreso a clases y la celebración de fin de año"
Snapology El Paso,12285 Pellicano Dr B1,El Paso,Texas,(915) 228-3788,https://www.snapology.com/texas-elpaso/,After school program,school_k12,"your field day, fall carnival, back-to-school night and end-of-year celebration","el field day, el carnaval de otoño, la noche de regreso a clases y la celebración de fin de año"
D'ansa Jazz Stage,6910 N Mesa St F Suite F,El Paso,Texas,(915) 702-0230,http://djselp.com/,Dance school,sports,"your recitals, student showcases and outdoor performances","los recitales, presentaciones de alumnos y muestras al aire libre"
Fe * Esperanza * Amor (Casa Tellez),915 La Paz Dr,El Paso,Texas,,,Church,church,"your summer festivals, outdoor services and family gatherings","los festivales de verano, servicios al aire libre y convivencias familiares"
CelebraZion Centro Cristiano,1188 N Yarbrough Dr,El Paso,Texas,(915) 691-0803,,Christian church,church,"your outreach events, summer worship nights and family fun days","los eventos de alcance, noches de adoración al aire libre y días familiares"
Công Giáo VIET Catholic El Paso,8011 Williamette Ave,El Paso,Texas,,https://lavangelpaso.org/,Religious destination,church,"your summer festivals, outdoor services and family gatherings","los festivales de verano, servicios al aire libre y convivencias familiares"
El paso Texas,300 N Campbell St,El Paso,Texas,(915) 212-0000,https://www.elpasotexas.gov/,Driving school,vocational,"your open houses, recruitment events and graduation ceremonies","los open houses, eventos de reclutamiento y ceremonias de graduación"
Iglesia De DIOS TODO PODEROSO,3210 Alameda Ave,El Paso,Texas,,,Church,church,"your summer festivals, outdoor services and family gatherings","los festivales de verano, servicios al aire libre y convivencias familiares"
Benedict Hall,2150 Wiggins Rd,El Paso,Texas,,,Educational institution,school_k12,"your community events, registration drives and outdoor ceremonies","los eventos comunitarios, jornadas de inscripción y ceremonias al aire libre"
The Institute of Oral History,1900 Wiggins Rd,El Paso,Texas,(915) 747-5238,https://www.utep.edu/liberalarts/oral-history/,Educational institution,school_k12,"your community events, registration drives and outdoor ceremonies","los eventos comunitarios, jornadas de inscripción y ceremonias al aire libre"
Citation 1,500 W University Ave,El Paso,Texas,,http://www.utep.edu/,University,higher_ed,"your orientation, alumni receptions, college fairs and commencement","la orientación, recepciones de exalumnos, ferias universitarias y graduación"
"Proactive El Paso,LLC",1201 E Schuster Ave Ste 1A,El Paso,Texas,(915) 320-6797,https://www.proactivecr.com/,Research institute,higher_ed,"your community events, registration drives and outdoor ceremonies","los eventos comunitarios, jornadas de inscripción y ceremonias al aire libre"
"El Paso Medical Research Institute (MedResearch, INC.)",1201 E Schuster Ave STE 1A,El Paso,Texas,(915) 307-4669,http://www.epmedresearch.com/,Research institute,higher_ed,"your community events, registration drives and outdoor ceremonies","los eventos comunitarios, jornadas de inscripción y ceremonias al aire libre"
Screaming Eagles Martial Arts,750 Sunland Park Dr,El Paso,Texas,(915) 820-0739,http://screamingeaglesmartialarts.com/,Martial arts school,sports,"your tournaments, belt ceremonies and student showcase events","los torneos, ceremonias de cinta y demostraciones de alumnos"
Century Dance,5806 Alameda Ave,El Paso,Texas,(915) 881-1939,,Ballet school,sports,"your recitals, student showcases and outdoor performances","los recitales, presentaciones de alumnos y muestras al aire libre"
The Project Box,7062 Alameda Ave,El Paso,Texas,(915) 532-8777,,Research institute,higher_ed,"your community events, registration drives and outdoor ceremonies","los eventos comunitarios, jornadas de inscripción y ceremonias al aire libre"
HAWKINS DRIVING CENTER,9915 Montana Ave,El Paso,Texas,(915) 772-1997,,Driving school,vocational,"your open houses, recruitment events and graduation ceremonies","los open houses, eventos de reclutamiento y ceremonias de graduación"
El Paso Chinese Baptist Church,2030 Grant Ave,El Paso,Texas,(915) 532-7153,,Baptist church,church,"your Vacation Bible School, summer revivals, homecomings and outdoor baptisms","la Escuela Bíblica de Vacaciones, campañas de verano, aniversarios y bautizos al aire libre"
El Paso License to Carry,"At a private range in the, Upper Valley Rd",El Paso,Texas,(915) 222-1840,https://www.elpasolicensetocarry.com/el-paso-firearms-classes/,Adult education school,other,"your community events, registration drives and outdoor ceremonies","los eventos comunitarios, jornadas de inscripción y ceremonias al aire libre"
Alchemy Karate Academy,1613 N Zaragoza Rd,El Paso,Texas,(915) 921-5677,https://www.alchemykarateacademy.com/,Martial arts school,sports,"your tournaments, belt ceremonies and student showcase events","los torneos, ceremonias de cinta y demostraciones de alumnos"
Japan Karate Association-El Paso Llc,1530 Lomaland Dr,El Paso,Texas,(915) 591-5008,,Martial arts school,sports,"your tournaments, belt ceremonies and student showcase events","los torneos, ceremonias de cinta y demostraciones de alumnos"
Dailyn,3611 E San Antonio Ave,El Paso,Texas,,,Shrine,church,"your cultural festivals, holiday celebrations and community pujas","los festivales culturales, celebraciones de festividades y eventos comunitarios"
Iglesia Nueva Jerusalén,3710 Alameda Ave,El Paso,Texas,,,Church,church,"your summer festivals, outdoor services and family gatherings","los festivales de verano, servicios al aire libre y convivencias familiares"
Los Guerreros Mural,4228 Manzana Ave,El Paso,Texas,,,Shrine,church,"your cultural festivals, holiday celebrations and community pujas","los festivales culturales, celebraciones de festividades y eventos comunitarios"
TWENTY EIGHT MIXERS private bartender,4242 Boy Scout Ln,El Paso,Texas,(915) 408-7287,https://www.28mixerselpasobartender.com/,Bartending school,vocational,"your open houses, recruitment events and graduation ceremonies","los open houses, eventos de reclutamiento y ceremonias de graduación"
Iglesia La Hora De Salvacion,323 N Carolina Dr,El Paso,Texas,(915) 775-9877,,Religious organization,church,"your summer festivals, outdoor services and family gatherings","los festivales de verano, servicios al aire libre y convivencias familiares"
EP Dance Center of Visual and Performing Arts,5300 Doniphan Dr #10,El Paso,Texas,(915) 309-4636,https://www.epcvpa.com/,Dance school,sports,"your recitals, student showcases and outdoor performances","los recitales, presentaciones de alumnos y muestras al aire libre"
Old Main,"Old Main, 501 Circle Dr",El Paso,Texas,,,Educational institution,school_k12,"your community events, registration drives and outdoor ceremonies","los eventos comunitarios, jornadas de inscripción y ceremonias al aire libre"
Go West Sliders,6393 Westside Dr,El Paso,Texas,(915) 494-9000,https://www.horseridinglessonsinelpasotx.com/,Horse riding school,sports,"your tournaments, belt ceremonies and student showcase events","los torneos, ceremonias de cinta y demostraciones de alumnos"
Latino Alcohol & Health Disparities Research Center,"Psychology Department - Attn: Antonio Martinez, 500 W University Avenue",El Paso,TX,(915) 747-7923,,Research institute,higher_ed,"your community events, registration drives and outdoor ceremonies","los eventos comunitarios, jornadas de inscripción y ceremonias al aire libre"
Iglesia Evangelica de Dios en Cristo Jesus,2328 Grant Ave,El Paso,Texas,,,Apostolic church,church,"your kermés, conferencias, aniversarios and bautizos","la kermés, conferencias, aniversarios y bautizos"
Iglesia Bautista La Gran Comisión,1607 Montana Ave,El Paso,Texas,(915) 256-6676,,Baptist church,church,"your Vacation Bible School, summer revivals, homecomings and outdoor baptisms","la Escuela Bíblica de Vacaciones, campañas de verano, aniversarios y bautizos al aire libre"
Chapel of Our Lady of Light,355 Dolan St,El Paso,Texas,(915) 532-1757,https://ourladyofthelight.wixsite.com/website,Catholic church,church,"your parish kermés, first communions, confirmaciones and outdoor masses","la kermés parroquial, primeras comuniones, confirmaciones y misas al aire libre"
